Reference,Target,Distance,Number of Alpha Carbons in Target,Number of Alpha Carbons in Reference
ref_Homo_sapiens_CRCL_3_filtered_Ca,target_7Y8D_ca,0.6833214444778916,141,151
ref_Strongylocentrotus_purpuratus_CRCL_8_filtered_Ca,target_7Y8D_ca,0.7010578809874943,140,151
ref_Homo_sapiens_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7113653736527206,140,151
ref_Homo_sapiens_CRCL_8_filtered_Ca,target_7Y8D_ca,0.7127989536032835,145,151
ref_Amphimedon_queenslandica_CRCL_1_filtered_Ca,target_7Y8D_ca,0.722485356690606,138,151
ref_Trichoplax_adhaerens_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7268127669123219,136,151
ref_Xenopus_tropicalis_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7412607652194306,152,151
ref_Danio_rerio_CRCL_5_filtered_Ca,target_7Y8D_ca,0.7447672049642599,125,151
ref_Amphimedon_queenslandica_CRCL_3_filtered_Ca,target_7Y8D_ca,0.7510571682558947,144,151
ref_Stylophora_pistillata_CRCL_5_filtered_Ca,target_7Y8D_ca,0.7513710655954754,139,151
ref_Strongylocentrotus_purpuratus_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7556845953978066,133,151
ref_Xenopus_tropicalis_CRCL_5_filtered_Ca,target_7Y8D_ca,0.7558978199886838,139,151
ref_Hydra_vulgaris_CRCL_3_filtered_Ca,target_7Y8D_ca,0.7628913251357656,164,151
ref_Amphimedon_queenslandica_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7635690802016515,155,151
ref_Danio_rerio_CRCL_7_filtered_Ca,target_7Y8D_ca,0.7651089268118334,146,151
ref_Danio_rerio_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7662085858261785,136,151
ref_Homo_sapiens_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7684763285029419,158,151
ref_Stylophora_pistillata_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7689537637874848,141,151
ref_Xenopus_tropicalis_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7710520920751646,131,151
ref_Halisarca_caerulea_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7729548032088411,139,151
ref_Nematostella_vectensis_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7761452385153325,137,151
ref_Hydra_vulgaris_CRCL_5_filtered_Ca,target_7Y8D_ca,0.7765855937689022,138,151
ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca,target_7Y8D_ca,0.7803312890175096,144,151
ref_Trichoplax_adhaerens_CRCL_3_filtered_Ca,target_7Y8D_ca,0.7848641167947853,134,151
ref_Hydra_vulgaris_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7859649019384991,156,151
ref_Nematostella_vectensis_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7879081644960814,148,151
ref_Danio_rerio_CRCL_8_filtered_Ca,target_7Y8D_ca,0.7919333430780351,145,151
ref_Suberites_domuncula_CRCL_1_filtered_Ca,target_7Y8D_ca,0.7985929099362973,147,151
ref_Stylophora_pistillata_CRCL_6_filtered_Ca,target_7Y8D_ca,0.8004022871014901,149,151
ref_Amphimedon_queenslandica_CRCL_6_filtered_Ca,target_7Y8D_ca,0.8076373056293139,155,151
ref_Homo_sapiens_CRCL_5_filtered_Ca,target_7Y8D_ca,0.8094927884611784,153,151
