Reference,Target,Distance,Number of Alpha Carbons in Target,Number of Alpha Carbons in Reference
ref_Xenopus_tropicalis_CRCL_1_filtered_Ca,target_6HXV_ca,0.22610947402584144,179,333
ref_Strongylocentrotus_purpuratus_CRCL_2_filtered_Ca,target_6HXV_ca,0.23417876345982594,133,333
ref_Pleurobrachia_pileus_CRCL_1_filtered_Ca,target_6HXV_ca,0.23476644244544773,194,333
ref_Homo_sapiens_CRCL_1_filtered_Ca,target_6HXV_ca,0.2354504307954007,160,333
ref_Danio_rerio_CRCL_1_filtered_Ca,target_6HXV_ca,0.2397002326587051,148,333
ref_Hormiphora_californensis_CRCL_1_filtered_Ca,target_6HXV_ca,0.24015898642044176,170,333
ref_Nematostella_vectensis_CRCL_2_filtered_Ca,target_6HXV_ca,0.24258797755410588,148,333
ref_Acropora_millepora_CRCL_1_filtered_Ca,target_6HXV_ca,0.24343084872553947,165,333
ref_Strongylocentrotus_purpuratus_CRCL_8_filtered_Ca,target_6HXV_ca,0.247784952435787,140,333
ref_Strongylocentrotus_purpuratus_CRCL_3_filtered_Ca,target_6HXV_ca,0.24926432363500556,141,333
ref_Mus_musculus_CRCL_1_filtered_Ca,target_6HXV_ca,0.24934060618065476,165,333
ref_Danio_rerio_CRCL_10_filtered_Ca,target_6HXV_ca,0.24967012840320818,176,333
ref_Amphimedon_queenslandica_CRCL_8_filtered_Ca,target_6HXV_ca,0.24978590989062727,133,333
ref_Stylophora_pistillata_CRCL_6_filtered_Ca,target_6HXV_ca,0.2501998124873038,149,333
ref_Stylophora_pistillata_CRCL_2_filtered_Ca,target_6HXV_ca,0.2511558613994425,175,333
ref_Gallus_gallus_CRCL_1_filtered_Ca,target_6HXV_ca,0.2522282538338713,160,333
ref_Homo_sapiens_CRCL_7_filtered_Ca,target_6HXV_ca,0.2522672841082789,168,333
ref_Stylophora_pistillata_CRCL_5_filtered_Ca,target_6HXV_ca,0.2525542362195463,139,333
ref_Danio_rerio_CRCL_8_filtered_Ca,target_6HXV_ca,0.2531205551186513,145,333
ref_Homo_sapiens_CRCL_6_filtered_Ca,target_6HXV_ca,0.2534096304229435,169,333
ref_Haliclona_tubifera_CRCL_3_filtered_Ca,target_6HXV_ca,0.25733387162684546,164,333
ref_Strongylocentrotus_purpuratus_CRCL_6_filtered_Ca,target_6HXV_ca,0.257842440896731,151,333
ref_Stylophora_pistillata_CRCL_9_filtered_Ca,target_6HXV_ca,0.2582575838008087,166,333
ref_Nematostella_vectensis_CRCL_6_filtered_Ca,target_6HXV_ca,0.2584698953260578,165,333
ref_Xenopus_tropicalis_CRCL_9_all_Ca,target_6HXV_ca,0.25892626858368084,198,333
ref_Beroe_ovata_CRCL_1_filtered_Ca,target_6HXV_ca,0.2605046932332195,167,333
ref_Homo_sapiens_CRCL_1_filtered_Ca,target_6HXY_ca,0.261310629966783,160,301
ref_Danio_rerio_CRCL_2_filtered_Ca,target_6HXV_ca,0.2629262402894088,163,333
ref_Danio_rerio_CRCL_8_filtered_Ca,target_6HXY_ca,0.2631312812933825,145,301
ref_Hydra_vulgaris_CRCL_1_filtered_Ca,target_6HXV_ca,0.26384528855001604,143,333
ref_Lubomirskia_baicalensis_CRCL_1_filtered_Ca,target_6HXV_ca,0.26414645951019283,144,333
ref_Stylophora_pistillata_CRCL_6_filtered_Ca,target_6HXY_ca,0.26627015226949485,149,301
ref_Stylophora_pistillata_CRCL_3_filtered_Ca,target_6Z26_ca,0.2663729602749069,162,397
ref_Amphimedon_queenslandica_CRCL_3_filtered_Ca,target_6HXV_ca,0.266862899546419,144,333
