Reference,Target,Distance,Number of Alpha Carbons in Target,Number of Alpha Carbons in Reference
ref_Homo_sapiens_CRCL_3_filtered_Ca,target_7Y8D_ca,0.6833214444778916,141,151
ref_Stylophora_pistillata_CRCL_6_filtered_Ca,target_8GYN_ca,0.6833606476372481,149,169
ref_Stylophora_pistillata_CRCL_1_filtered_Ca,target_8GYN_ca,0.6887452332929644,163,169
ref_Danio_rerio_CRCL_8_filtered_Ca,target_8GYN_ca,0.692437400949265,145,169
ref_Strongylocentrotus_purpuratus_CRCL_8_filtered_Ca,target_7Y8D_ca,0.7010578809874943,140,151
ref_Homo_sapiens_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7113653736527206,140,151
ref_Homo_sapiens_CRCL_8_filtered_Ca,target_7Y8D_ca,0.7127989536032835,145,151
ref_Homo_sapiens_CRCL_1_filtered_Ca,target_8GYN_ca,0.713506944973277,160,169
ref_Stylophora_pistillata_CRCL_2_filtered_Ca,target_8GYN_ca,0.7138200184176748,175,169
ref_Hydra_vulgaris_CRCL_3_filtered_Ca,target_8GYN_ca,0.7145156513494668,164,169
ref_Homo_sapiens_CRCL_5_filtered_Ca,target_8GYN_ca,0.7172261720853185,153,169
ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca,target_8GYN_ca,0.7177566041474457,144,169
ref_Amphimedon_queenslandica_CRCL_1_filtered_Ca,target_7Y8D_ca,0.722485356690606,138,151
ref_Trichoplax_adhaerens_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7268127669123219,136,151
ref_Xenopus_tropicalis_CRCL_1_filtered_Ca,target_8GYN_ca,0.7295554787100822,179,169
ref_Nematostella_vectensis_CRCL_4_filtered_Ca,target_8GYN_ca,0.7387616751996686,137,169
ref_Gallus_gallus_CRCL_5_filtered_Ca,target_8GYN_ca,0.7399465770267369,140,169
ref_Xenopus_tropicalis_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7412607652194306,152,151
ref_Danio_rerio_CRCL_10_filtered_Ca,target_8GYN_ca,0.7430353025686703,176,169
ref_Danio_rerio_CRCL_5_filtered_Ca,target_7Y8D_ca,0.7447672049642599,125,151
ref_Danio_rerio_CRCL_2_filtered_Ca,target_8GYN_ca,0.7459245104773986,163,169
ref_Oscarella_pearsei_CRCL_1_filtered_Ca,target_8GYN_ca,0.7480893157189967,160,169
ref_Oscarella_lobularis_CRCL_1_filtered_Ca,target_8GYN_ca,0.7500489593104098,155,169
ref_Homo_sapiens_CRCL_9_filtered_Ca,target_8GYN_ca,0.750662768682075,162,169
ref_Amphimedon_queenslandica_CRCL_3_filtered_Ca,target_7Y8D_ca,0.7510571682558947,144,151
ref_Acropora_millepora_CRCL_1_filtered_Ca,target_8GYN_ca,0.7512235391680043,165,169
ref_Stylophora_pistillata_CRCL_5_filtered_Ca,target_7Y8D_ca,0.7513710655954754,139,151
ref_Nematostella_vectensis_CRCL_2_filtered_Ca,target_8GYN_ca,0.7521614009383571,148,169
ref_Hormiphora_californensis_CRCL_1_filtered_Ca,target_8GYN_ca,0.7522278603208076,170,169
ref_Geodia_cydonium_CRCL_1_filtered_Ca,target_8GYN_ca,0.7553052297542303,155,169
ref_Strongylocentrotus_purpuratus_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7556845953978066,133,151
ref_Xenopus_tropicalis_CRCL_5_filtered_Ca,target_7Y8D_ca,0.7558978199886838,139,151
ref_Homo_sapiens_CRCL_8_filtered_Ca,target_7PO9_ca,0.7586669586183279,145,172
ref_Stylophora_pistillata_CRCL_2_filtered_Ca,target_7CQV_ca,0.7589534994757533,175,195
ref_Haliclona_tubifera_CRCL_5_filtered_Ca,target_8GYN_ca,0.7606674329264275,172,169
ref_Hydra_vulgaris_CRCL_3_filtered_Ca,target_7Y8D_ca,0.7628913251357656,164,151
ref_Amphimedon_queenslandica_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7635690802016515,155,151
ref_Danio_rerio_CRCL_7_filtered_Ca,target_7Y8D_ca,0.7651089268118334,146,151
ref_Hydra_vulgaris_CRCL_5_filtered_Ca,target_8GYN_ca,0.7657740188758133,138,169
ref_Danio_rerio_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7662085858261785,136,151
ref_Homo_sapiens_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7684763285029419,158,151
ref_Stylophora_pistillata_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7689537637874848,141,151
ref_Xenopus_tropicalis_CRCL_6_filtered_Ca,target_8GYN_ca,0.7705024864421185,138,169
ref_Xenopus_tropicalis_CRCL_7_filtered_Ca,target_8GYN_ca,0.7707260621011621,170,169
ref_Gallus_gallus_CRCL_4_filtered_Ca,target_8GYN_ca,0.7710031266606094,142,169
ref_Xenopus_tropicalis_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7710520920751646,131,151
ref_Danio_rerio_CRCL_10_filtered_Ca,target_7PO9_ca,0.771218961604481,176,172
ref_Trichoplax_adhaerens_CRCL_1_filtered_Ca,target_8GYN_ca,0.7714694414929287,167,169
ref_Xenopus_tropicalis_CRCL_9_all_Ca,target_8GYN_ca,0.7727246067341628,198,169
ref_Halisarca_caerulea_CRCL_2_filtered_Ca,target_7Y8D_ca,0.7729548032088411,139,151
ref_Nematostella_vectensis_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7761452385153325,137,151
ref_Hydra_vulgaris_CRCL_5_filtered_Ca,target_7Y8D_ca,0.7765855937689022,138,151
ref_Haliclona_tubifera_CRCL_4_filtered_Ca,target_8GYN_ca,0.7782867875118719,172,169
ref_Strongylocentrotus_purpuratus_CRCL_1_filtered_Ca,target_7Y8D_ca,0.7803312890175096,144,151
ref_Suberites_domuncula_CRCL_2_filtered_Ca,target_8GYN_ca,0.781594394475344,153,169
ref_Orbicella_faveolata_CRCL_1_filtered_Ca,target_8GYN_ca,0.7841211284537619,164,169
ref_Trichoplax_adhaerens_CRCL_3_filtered_Ca,target_7Y8D_ca,0.7848641167947853,134,151
ref_Hydra_vulgaris_CRCL_4_filtered_Ca,target_7Y8D_ca,0.7859649019384991,156,151
