Reference,Target,Distance,Number of Alpha Carbons in Target,Number of Alpha Carbons in Reference
ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca,target_8svk_ca,0.26729308022050235,175,294
ref_Stylophora_pistillata_CRCL_2_filtered_Ca,target_8svk_ca,0.26915274247287096,175,294
ref_Nematostella_vectensis_CRCL_6_filtered_Ca,target_8svk_ca,0.27942842760098585,165,294
ref_Xenopus_tropicalis_CRCL_8_filtered_Ca,target_8svk_ca,0.28081214334519206,160,294
ref_Gallus_gallus_CRCL_6_filtered_Ca,target_8svk_ca,0.2825580009384135,181,294
ref_Pleurobrachia_pileus_CRCL_1_filtered_Ca,target_8svk_ca,0.28401529917354273,194,294
ref_Homo_sapiens_CRCL_7_filtered_Ca,target_8svk_ca,0.2841351833503887,168,294
ref_Pleurobrachia_pileus_CRCL_1_filtered_Ca,target_8spz_ca,0.28699845316801326,194,283
ref_Danio_rerio_CRCL_9_filtered_Ca,target_8svk_ca,0.29129681118514983,165,294
ref_Stylophora_pistillata_CRCL_2_filtered_Ca,target_8spz_ca,0.29146553632610533,175,283
ref_Mus_musculus_CRCL_1_filtered_Ca,target_8svk_ca,0.29153352628618295,165,294
ref_Homo_sapiens_CRCL_6_filtered_Ca,target_8svk_ca,0.2918508086073158,169,294
ref_Haliclona_tubifera_CRCL_1_filtered_Ca,target_8svk_ca,0.2928620273391624,156,294
ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca,target_8spz_ca,0.29388016221767843,175,283
ref_Stylophora_pistillata_CRCL_9_filtered_Ca,target_8svk_ca,0.29480709807515265,166,294
ref_Xenopus_tropicalis_CRCL_1_filtered_Ca,target_8svk_ca,0.2980168633845762,179,294
ref_Homo_sapiens_CRCL_7_filtered_Ca,target_8spz_ca,0.29834114233641995,168,283
ref_Mus_musculus_CRCL_1_filtered_Ca,target_8spz_ca,0.29877696258574005,165,283
ref_Pocillopora_damicornis_CRCL_1_all_Ca,target_8svk_ca,0.2992040840287153,184,294
ref_Stylophora_pistillata_CRCL_8_all_Ca,target_8svk_ca,0.3011496042673737,184,294
ref_Gallus_gallus_CRCL_6_filtered_Ca,target_8spz_ca,0.30164813590436734,181,283
ref_Strongylocentrotus_purpuratus_CRCL_6_filtered_Ca,target_8svk_ca,0.301863829149507,151,294
ref_Amphimedon_queenslandica_CRCL_7_filtered_Ca,target_8svk_ca,0.302073462550608,160,294
ref_Trichoplax_adhaerens_CRCL_1_filtered_Ca,target_8svk_ca,0.3036132330147644,167,294
ref_Xenopus_tropicalis_CRCL_1_filtered_Ca,target_8spz_ca,0.30528020868656214,179,283
ref_Xenopus_tropicalis_CRCL_8_filtered_Ca,target_8spz_ca,0.30760631834331564,160,283
ref_Suberites_domuncula_CRCL_2_filtered_Ca,target_8svk_ca,0.30811952560485717,153,294
ref_Stylophora_pistillata_CRCL_9_filtered_Ca,target_8spz_ca,0.3082139122562702,166,283
ref_Acropora_millepora_CRCL_1_filtered_Ca,target_8svk_ca,0.31008253935035,165,294
ref_Halisarca_caerulea_CRCL_3_filtered_Ca,target_8svk_ca,0.31129446734428584,181,294
ref_Acropora_millepora_CRCL_1_filtered_Ca,target_8spz_ca,0.3114368612026436,165,283
ref_Beroe_ovata_CRCL_1_filtered_Ca,target_8spz_ca,0.3138804122626908,167,283
ref_Beroe_ovata_CRCL_1_filtered_Ca,target_8svk_ca,0.31492804574117045,167,294
ref_Gallus_gallus_CRCL_1_filtered_Ca,target_8svk_ca,0.31537670430750114,160,294
ref_Pocillopora_damicornis_CRCL_1_all_Ca,target_8spz_ca,0.31546172585987986,184,283
ref_Amphimedon_queenslandica_CRCL_6_filtered_Ca,target_8svk_ca,0.3155032460276651,155,294
ref_Gallus_gallus_CRCL_7_all_Ca,target_8svk_ca,0.3156138066836492,174,294
ref_Nematostella_vectensis_CRCL_5_filtered_Ca,target_8svk_ca,0.31613551336162304,136,294
ref_Hormiphora_californensis_CRCL_1_filtered_Ca,target_8spz_ca,0.3173962203047292,170,283
ref_Danio_rerio_CRCL_9_filtered_Ca,target_8spz_ca,0.3177021069761553,165,283
ref_Stylophora_pistillata_CRCL_8_all_Ca,target_8spz_ca,0.31818312743928334,184,283
ref_Nematostella_vectensis_CRCL_6_filtered_Ca,target_8spz_ca,0.31888387872177,165,283
ref_Amphimedon_queenslandica_CRCL_8_filtered_Ca,target_8svk_ca,0.31929364874543004,133,294
ref_Trichoplax_adhaerens_CRCL_1_filtered_Ca,target_8spz_ca,0.3192955329903104,167,283
ref_Homo_sapiens_CRCL_1_filtered_Ca,target_8svk_ca,0.31980889502600246,160,294
ref_Stylophora_pistillata_CRCL_7_filtered_Ca,target_8svk_ca,0.3200960097175432,159,294
ref_Homo_sapiens_CRCL_1_filtered_Ca,target_8spz_ca,0.3215095847056529,160,283
ref_Strongylocentrotus_purpuratus_CRCL_6_filtered_Ca,target_8spz_ca,0.3216714774624523,151,283
ref_Stylophora_pistillata_CRCL_1_filtered_Ca,target_8svk_ca,0.32241937935682846,163,294
ref_Homo_sapiens_CRCL_10_filtered_Ca,target_8svk_ca,0.3224942176029101,204,294
ref_Haliclona_tubifera_CRCL_3_filtered_Ca,target_8svk_ca,0.3227401810397311,164,294
ref_Danio_rerio_CRCL_7_filtered_Ca,target_8spz_ca,0.32317390352818803,146,283
ref_Strongylocentrotus_purpuratus_CRCL_7_filtered_Ca,target_8svk_ca,0.3233216955494122,154,294
ref_Ephydatia_muelleri_CRCL_2_filtered_Ca,target_8svk_ca,0.3244324705236415,163,294
ref_Xenopus_tropicalis_CRCL_7_filtered_Ca,target_8svk_ca,0.3250598425973564,170,294
ref_Strongylocentrotus_purpuratus_CRCL_8_filtered_Ca,target_8spz_ca,0.3257215569532631,140,283
ref_Strongylocentrotus_purpuratus_CRCL_2_filtered_Ca,target_8svk_ca,0.3260628229114006,133,294
ref_Stylophora_pistillata_CRCL_7_filtered_Ca,target_8spz_ca,0.32731377501330733,159,283
ref_Nematostella_vectensis_CRCL_5_filtered_Ca,target_8spz_ca,0.32742379457407506,136,283
ref_Homo_sapiens_CRCL_6_filtered_Ca,target_8spz_ca,0.3277890235217683,169,283
ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca,target_8svk_ca,0.32804378192078254,180,294
ref_Amphimedon_queenslandica_CRCL_6_filtered_Ca,target_8spz_ca,0.3280439965484444,155,283
ref_Amphimedon_queenslandica_CRCL_7_filtered_Ca,target_8spz_ca,0.32812518801412816,160,283
ref_Haliclona_tubifera_CRCL_5_filtered_Ca,target_8svk_ca,0.3284442480572778,172,294
ref_Trichoplax_adhaerens_CRCL_2_filtered_Ca,target_8svk_ca,0.32920294507913084,136,294
ref_Hormiphora_californensis_CRCL_1_filtered_Ca,target_8svk_ca,0.33007470442317327,170,294
ref_Orbicella_faveolata_CRCL_1_filtered_Ca,target_8svk_ca,0.33055905041250333,164,294
ref_Gallus_gallus_CRCL_7_all_Ca,target_8spz_ca,0.33104436829384654,174,283
ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca,target_8spz_ca,0.33198443718305165,180,283
ref_Nematostella_vectensis_CRCL_2_filtered_Ca,target_8svk_ca,0.33236933573926625,148,294
ref_Suberites_domuncula_CRCL_2_filtered_Ca,target_8spz_ca,0.3324333580650143,153,283
ref_Danio_rerio_CRCL_2_filtered_Ca,target_8svk_ca,0.33276726702720744,163,294
ref_Haliclona_tubifera_CRCL_4_filtered_Ca,target_8svk_ca,0.33286336304739556,172,294
ref_Stylophora_pistillata_CRCL_3_filtered_Ca,target_8svk_ca,0.3328808546597342,162,294
ref_Orbicella_faveolata_CRCL_1_filtered_Ca,target_8spz_ca,0.33335151921909273,164,283
ref_Xenopus_tropicalis_CRCL_7_filtered_Ca,target_8spz_ca,0.33393583044279385,170,283
ref_Amphimedon_queenslandica_CRCL_8_filtered_Ca,target_8spz_ca,0.33494577372171164,133,283
ref_Lubomirskia_baicalensis_CRCL_1_filtered_Ca,target_8svk_ca,0.3350491568196942,144,294
ref_Lubomirskia_baicalensis_CRCL_1_filtered_Ca,target_8spz_ca,0.33512748538495973,144,283
ref_Stylophora_pistillata_CRCL_1_filtered_Ca,target_8spz_ca,0.3353763228563767,163,283
ref_Xenopus_tropicalis_CRCL_9_all_Ca,target_8svk_ca,0.3355655140817269,198,294
ref_Haliclona_tubifera_CRCL_2_filtered_Ca,target_8svk_ca,0.3358608977959003,156,294
ref_Xenopus_tropicalis_CRCL_4_filtered_Ca,target_8svk_ca,0.33613027974042103,152,294
ref_Homo_sapiens_CRCL_10_filtered_Ca,target_8spz_ca,0.3366820097018293,204,283
ref_Hydra_vulgaris_CRCL_3_filtered_Ca,target_8svk_ca,0.33680466733560666,164,294
ref_Xenopus_tropicalis_CRCL_9_all_Ca,target_8spz_ca,0.33711064514472766,198,283
ref_Strongylocentrotus_purpuratus_CRCL_2_filtered_Ca,target_8spz_ca,0.33785838834942594,133,283
ref_Strongylocentrotus_purpuratus_CRCL_8_filtered_Ca,target_8svk_ca,0.33809964304182477,140,294
ref_Stylophora_pistillata_CRCL_5_filtered_Ca,target_8svk_ca,0.33890920842988587,139,294
ref_Amphimedon_queenslandica_CRCL_2_filtered_Ca,target_8svk_ca,0.33942509238583096,155,294
ref_Strongylocentrotus_purpuratus_CRCL_4_filtered_Ca,target_8svk_ca,0.34049459071583454,146,294
ref_Danio_rerio_CRCL_6_filtered_Ca,target_8spz_ca,0.3406101012710374,162,283
ref_Acropora_digitifera_CRCL_1_filtered_Ca,target_8spz_ca,0.3406364394793605,150,283
ref_Homo_sapiens_CRCL_4_filtered_Ca,target_8svk_ca,0.340796886424367,158,294
ref_Strongylocentrotus_purpuratus_CRCL_3_filtered_Ca,target_8svk_ca,0.3410607251004349,141,294
ref_Halisarca_caerulea_CRCL_2_filtered_Ca,target_8svk_ca,0.3412042826610828,139,294
ref_Amphimedon_queenslandica_CRCL_2_filtered_Ca,target_8spz_ca,0.34224639257507844,155,283
ref_Danio_rerio_CRCL_1_filtered_Ca,target_8spz_ca,0.3423336362723456,148,283
ref_Acropora_millepora_CRCL_2_filtered_Ca,target_8spz_ca,0.34260493359335553,147,283
ref_Danio_rerio_CRCL_6_filtered_Ca,target_8svk_ca,0.3429536237379081,162,294
ref_Amphimedon_queenslandica_CRCL_3_filtered_Ca,target_8spz_ca,0.3430828616816311,144,283
ref_Nematostella_vectensis_CRCL_3_filtered_Ca,target_8spz_ca,0.3436188534573506,148,283
ref_Nematostella_vectensis_CRCL_2_filtered_Ca,target_8spz_ca,0.3438296527015091,148,283
