Reference,Target,Distance,Number of Alpha Carbons in Target,Number of Alpha Carbons in Reference
ref_Pleurobrachia_pileus_CRCL_1_filtered_Ca,target_6ELK_ca,0.3621864355227295,194,392
ref_Pocillopora_damicornis_CRCL_1_all_Ca,target_6ELK_ca,0.363396063226199,184,392
ref_Acropora_millepora_CRCL_1_filtered_Ca,target_6ELK_ca,0.36538218541686324,165,392
ref_Beroe_ovata_CRCL_1_filtered_Ca,target_6ELK_ca,0.3662886763120475,167,392
ref_Stylophora_pistillata_CRCL_8_all_Ca,target_6ELK_ca,0.3682368306355817,184,392
ref_Gallus_gallus_CRCL_3_filtered_Ca,target_6ELK_ca,0.3709279480600702,149,392
ref_Homo_sapiens_CRCL_1_filtered_Ca,target_6ELK_ca,0.37506036940167237,160,392
ref_Hydra_vulgaris_CRCL_3_filtered_Ca,target_6ELK_ca,0.375929738615378,164,392
ref_Xenopus_tropicalis_CRCL_9_all_Ca,target_6ELK_ca,0.3759998087735777,198,392
ref_Xenopus_tropicalis_CRCL_7_filtered_Ca,target_6ELK_ca,0.37607349532058343,170,392
ref_Hydra_vulgaris_CRCL_4_filtered_Ca,target_6ELK_ca,0.37660847828373767,156,392
ref_Mnemiopsis_leidyi_CRCL_1_filtered_Ca,target_6ELK_ca,0.3772243104508898,180,392
ref_Hormiphora_californensis_CRCL_1_filtered_Ca,target_6ELK_ca,0.37729813280485275,170,392
ref_Haliclona_tubifera_CRCL_4_filtered_Ca,target_6ELK_ca,0.3801946678374491,172,392
ref_Trichoplax_adhaerens_CRCL_1_filtered_Ca,target_6ELK_ca,0.3810183043432669,167,392
ref_Xenopus_tropicalis_CRCL_1_filtered_Ca,target_6ELK_ca,0.38112162738495375,179,392
ref_Haliclona_tubifera_CRCL_5_filtered_Ca,target_6ELK_ca,0.38140483975501377,172,392
ref_Amphimedon_queenslandica_CRCL_7_filtered_Ca,target_6ELK_ca,0.3827897986656447,160,392
ref_Gallus_gallus_CRCL_7_all_Ca,target_6ELK_ca,0.3828510018240734,174,392
ref_Stylophora_pistillata_CRCL_9_filtered_Ca,target_6ELK_ca,0.3839860393502285,166,392
ref_Acropora_digitifera_CRCL_1_filtered_Ca,target_6ELK_ca,0.3854230863319135,150,392
ref_Danio_rerio_CRCL_6_filtered_Ca,target_6ELK_ca,0.3865464883059057,162,392
ref_Gallus_gallus_CRCL_6_filtered_Ca,target_6ELK_ca,0.38746042433708666,181,392
ref_Homo_sapiens_CRCL_5_filtered_Ca,target_6ELK_ca,0.3876185410987593,153,392
ref_Hydra_vulgaris_CRCL_2_filtered_Ca,target_6ELK_ca,0.38851666470988644,156,392
ref_Homo_sapiens_CRCL_7_filtered_Ca,target_6ELK_ca,0.38860999074080266,168,392
ref_Homo_sapiens_CRCL_6_filtered_Ca,target_6ELK_ca,0.38885478120560646,169,392
ref_Orbicella_faveolata_CRCL_1_filtered_Ca,target_6ELK_ca,0.38896467784758443,164,392
ref_Chondrosia_reniformis_CRCL_1_filtered_Ca,target_6ELK_ca,0.38911018088430216,168,392
ref_Amphimedon_queenslandica_CRCL_6_filtered_Ca,target_6ELK_ca,0.3902382709460354,155,392
ref_Haliclona_tubifera_CRCL_3_filtered_Ca,target_6ELK_ca,0.39191779068654886,164,392
ref_Strongylocentrotus_purpuratus_CRCL_4_filtered_Ca,target_6ELK_ca,0.39260401329624045,146,392
ref_Danio_rerio_CRCL_2_filtered_Ca,target_6ELK_ca,0.3928285048065864,163,392
ref_Gallus_gallus_CRCL_1_filtered_Ca,target_6ELK_ca,0.3931808028383331,160,392
ref_Halisarca_caerulea_CRCL_3_filtered_Ca,target_6ELK_ca,0.3936102183303638,181,392
ref_Danio_rerio_CRCL_1_filtered_Ca,target_6ELK_ca,0.3946837317684023,148,392
ref_Stylophora_pistillata_CRCL_4_filtered_Ca,target_6ELK_ca,0.3947196774066994,141,392
ref_Mus_musculus_CRCL_1_filtered_Ca,target_6ELK_ca,0.394963309880502,165,392
ref_Stylophora_pistillata_CRCL_7_filtered_Ca,target_6ELK_ca,0.39497577128874806,159,392
ref_Ephydatia_muelleri_CRCL_2_filtered_Ca,target_6ELK_ca,0.39529220730935805,163,392
ref_Gallus_gallus_CRCL_7_all_Ca,target_1D4X_ca,0.39571318187414406,174,492
ref_Acropora_millepora_CRCL_2_filtered_Ca,target_6ELK_ca,0.396746162772419,147,392
ref_Oscarella_lobularis_CRCL_1_filtered_Ca,target_6ELK_ca,0.3979682706341781,155,392
ref_Homo_sapiens_CRCL_3_filtered_Ca,target_6ELK_ca,0.39870145812507257,141,392
ref_Homo_sapiens_CRCL_10_filtered_Ca,target_1D4X_ca,0.39899490436832097,204,492
ref_Homo_sapiens_CRCL_10_filtered_Ca,target_3K6J_ca,0.3992566761297668,204,431
ref_Trichoplax__adhaerens_CRCL_1_filtered_Ca,target_1D4X_ca,0.39952241142143713,175,492
ref_Stylophora_pistillata_CRCL_2_filtered_Ca,target_6ELK_ca,0.4007320721673227,175,392
ref_Danio_rerio_CRCL_8_filtered_Ca,target_6ELK_ca,0.40111079437247515,145,392
ref_Pocillopora_damicornis_CRCL_1_all_Ca,target_3K6J_ca,0.4015298422732398,184,431
ref_Homo_sapiens_CRCL_10_filtered_Ca,target_6ELK_ca,0.40193021250550764,204,392
ref_Danio_rerio_CRCL_9_filtered_Ca,target_1D4X_ca,0.40224407894661873,165,492
ref_Haliclona_tubifera_CRCL_2_filtered_Ca,target_6ELK_ca,0.4022819576987616,156,392
ref_Homo_sapiens_CRCL_4_filtered_Ca,target_6ELK_ca,0.40332091445257506,158,392
ref_Danio_rerio_CRCL_4_filtered_Ca,target_6ELK_ca,0.4034220154260921,136,392
ref_Amphimedon_queenslandica_CRCL_3_filtered_Ca,target_6ELK_ca,0.4041916772953748,144,392
ref_Homo_sapiens_CRCL_9_filtered_Ca,target_6ELK_ca,0.40461184625858637,162,392
ref_Stylophora_pistillata_CRCL_1_filtered_Ca,target_6ELK_ca,0.4047267941157278,163,392
ref_Danio_rerio_CRCL_10_filtered_Ca,target_6ELK_ca,0.40489875292077177,176,392
ref_Gallus_gallus_CRCL_4_filtered_Ca,target_6ELK_ca,0.4055359725242947,142,392
ref_Exaiptasia_pallida_CRCL_1_filtered_Ca,target_6ELK_ca,0.40553756899504845,131,392
